,Organization,Name,Farm,Address,Latitude,Longitude
459,Aliança da Terra,Aliança da Terra - Grupo IV,Santa Mônica e Felicidade,"Rodovia BR 060, Km 373 + 3 Km à esquerda, CEP: 75.900-000, Zona Rural, Rio Verde - GO - Brasil",-50.812352,-17.728242
460,Aliança da Terra,Aliança da Terra - Grupo IV,Santa Rita e arrendamento,"Rodovia GO 050, Km 14, Zona Rural, CEP 75.980-000, Paraúna - GO - Brasil",-50.525807,-17.204747
461,Aliança da Terra,Aliança da Terra - Grupo IV,São Francisco,"Rodovia BR 060, Km 422 + à direita 60 Km, Zona Rural, Rio Verde - GO - Brasil",-51.601532,-17.492395
462,Aliança da Terra,Aliança da Terra - Grupo IV,São João,"Rodovia 365, Km 351, Zona Rural, Varjão de Minas / MG - Brasil",-46.056212,-18.42833
463,Aliança da Terra,Aliança da Terra - Grupo IV,São José,"Rodovia GO 050, Km 227 + 5 Km à esquerda, Zona Rural, Rio Verde - GO - Brasil",-51.078808,-17.206031
464,Aliança da Terra,Aliança da Terra - Grupo IV,São Sebastião,"Rodovia GO 174, Km 40 + 1 Km à esquerda + 32 Km, Rio Verde - GO - Brasil",-51.464028,-17.524475
465,Aliança da Terra,Aliança da Terra - Grupo IV,São Tomaz,"Rodovia BR 060, Km 407 à esquerda, Zona Rural, Rio Verde - GO - Brasil",-51.115422,-17.819058
466,Aliança da Terra,Aliança da Terra - Grupo IV,Segredo,"Rodovia GO 174, Km 39, à esquerda 38 Km, Zona Rural, Rio Verde - GO - Brasil",-47.707017,-18.861594
467,Aliança da Terra,Aliança da Terra - Grupo IV,Speggiorini,"Rodovia 365, Km 556 + 7 Km, Estrela do Sul / MG - Brasil",-47.707017,-18.861594
468,Aliança da Terra,Aliança da Terra - Grupo IV,Torre,"Rodovia GO 158, Km 72 - Jataí - GO - Brasil",-51.881125,-17.353563
469,Aliança da Terra,Aliança da Terra - Grupo IV,Tropical,"Rodovia GO 220, Km 21,5 sentido Montividiu-Caiapônia, Zona Rural, CEP 75.915-000, Montividiu - GO - Brasil",-51.403618,-17.394317
470,Aliança da Terra,Aliança da Terra - Grupo IV,Vargem Grande,"Rodovia GO 220, Km 17, Montividiu - GO - Brasil",-51.483038,-17.371451
471,Aliança da Terra,Aliança da Terra - Grupo IV,"Vargem Grande, Planalto Verde e Unidas","Rodovia BR 452, Km 01, Zona Rural, Rio Verde - GO - Brasil",-51.58419667,-17.43054833
472,Aliança da Terra,Aliança da Terra - Grupo IV,Vitória,"Rodovia GO 174, Km 45 à esquerda (Cana Verde), após o trevo de Montividiu, Zona Rural, Rio Verde - GO - Brasil",-51.475864,-17.43818
473,Fazenda Agrícola Dourado,Fazenda Agrícola Dourado S.A.,Fazenda Agrícola Dourado,"Estrada NL 10, s/n km 5. Zona Rural. Nortelândia MT",-14.372530555555556,-56.76291666666667
474,Amaggi,Amaggi Commodities EU RED,Don Aro,"Linha MA 26, Complemento MP 72 GL - Machadinho, Zona Rural, Ariquemes - Rondônia",-61.98356944444445,-9.571591666666666
475,Amaggi,Amaggi Commodities EU RED,Flexa De Ouro I,"Rodovia MT-170, Km 200 + 2 Km à esquerda, Brasnorte - Mato Grosso",-58.09955555555556,-12.554166666666667
476,Amaggi,Amaggi Commodities EU RED,Flexa De Ouro II,"Rodovia Estadual MT 220 Km 70, Juara- Mato Grosso",-57.89213888888889,-11.544027777777778
477,Amaggi,Amaggi Commodities EU RED,Saudades / Paixão / Masutti,"Rodovia MT 235, Km 165, Campos de Júlio - Mato Grosso",-59.154777777777774,-13.526583333333335
478,Amaggi,Amaggi Commodities EU RED,JK,"Rodovia BR 174, Km 501 - sentido Vilhena, Comodoro - Mato Grosso",-59.90998888888889,-13.037975
479,Amaggi,Amaggi Commodities EU RED,Letícia II,"Rodovia MT 388, Gleba Formiga Km 15, Campos de Júlio - Mato Grosso,",-59.178288888888886,-13.800016666666668
480,Amaggi,Amaggi Commodities EU RED,Lajeada,"Rodovia MT 388 linha Alto Juruena, Campos de Júlio - Mato Grosso,",-59.201483333333336,-14.106577777777778
481,Amaggi,Amaggi Commodities EU RED,Grupo Comil III,"Rodovia MT 235, Km 123, entrando à direita + 8 Km, Campos de Júlio - Mato Grosso,",-59.14771666666667,-3.6831
482,Amaggi,Amaggi Commodities EU RED,Fortaleza Do Guaporé NL,"Gleba Ricardo Franco, Km 70, Nova Lacerda - Mato Grosso",-60.027499999999996,-14.395555555555555
483,Amaggi,Amaggi Commodities EU RED,Piramide,"Rodovia MT-170, Km 86 + 40 Km à direita, Campo Novo do Parecis - Mato Grosso",-57.78066666666667,-13.300972222222223
484,Amaggi,Amaggi Commodities EU RED,São Carlos,"Rodovia MT-170, Km 90 + 2 Km à esquerda, Campo Novo do Parecis - Mato Grosso",-57.93633611111111,-13.570827777777778
485,Amaggi,Amaggi Commodities EU RED,Porta Do Céu,"Rodovia MT-170, Km 90 + 2 Km à esquerda, Campo Novo do Parecis - Mato Grosso",-57.93633611111111,-13.570827777777778
486,Amaggi,Amaggi Commodities EU RED,Santa Maria,"Rodovia MT-170, Km 74 + 40 Km à direita, Campo Novo do Parecis - Mato Grosso",-57.926091666666665,-13.784975
487,Amaggi,Amaggi Commodities EU RED,Estrela,"Rodovia MT-170, Km 50 à direita, Campo Novo do Parecis - Mato Grosso",-57.96344166666667,-13.869941666666668
488,Amaggi,Amaggi Commodities EU RED,Três Marcos,"Rodovia BR 364, Km 920, margem à direita, Campo Novo do Parecis - Mato Grosso,",-57.980336111111114,-13.34041388888889
489,Amaggi,Amaggi Commodities EU RED,Santa Maria,"Rodovia MT-170, Km 80 + 50 Km à direita, Campo Novo do Parecis - Mato Grosso",-57725,-13.328111111111111
490,Amaggi,Amaggi Commodities EU RED,Santa Amélia / Curitiba,"Rodovia MT-170, Km 74 + 40 Km à direita, Campo Novo do Parecis - Mato Grosso",-57.58744444444444,-13.816888888888888
491,Amaggi,Amaggi Commodities EU RED,Tucano I e II / Ponte de Pedra,"Rodovia MT 170, Km 75 + 18 à esquerda, Linha Sucuruína, Campo Novo do Parecis - Mato Grosso,",-57.555527777777776,-13.584427777777778
492,Amaggi,Amaggi Commodities EU RED,Cereal Ouro,"Rodovia BR 249 + 35 Km à direita, Diamantino - Mato Grosso",-56.900555555555556,-13.88361111111111
493,Amaggi,Amaggi Commodities EU RED,Aricá,"Rodovia BR 364, Km 226 à direita, Diamantino - Mato Grosso",-56.900816666666664,-13.883744444444444
494,Amaggi,Amaggi Commodities EU RED,Matão,"Rodovia BR 364, Km 1053, Sapezal - Mato Grosso",-58.57947222222223,-12.898555555555555
495,Amaggi,Amaggi Commodities EU RED,Nossa Senhora Aparecida,"Rodovia BR-364, Km 1093 - Sapezal - Mato Grosso",-58.73491666666667,-13.200444444444443
496,Amaggi,Amaggi Commodities EU RED,Santa Rosa Do Paraná I e II,"Rodovia MT 235, Km 137 entrando à direita percorre-se uma distância de 17 Km, Sapezal - Mato Grosso",-58.85777777777778,-13.411111111111111
497,Amaggi,Amaggi Commodities EU RED,Rodeio e Canário,"Rodovia MT 235, Km 110 + 20 Km à direita - Sapezal - Mato Grosso",-58.70388888888889,-13.627500000000001
498,Amaggi,Amaggi Commodities EU RED,Paraíso ,"Rodovia MT 235, Km 80, + 23 Km à direita, Sapezal - Mato Grosso",-58.53006388888889,-13.3939
499,Amaggi,Amaggi Commodities EU RED,Grupo Comil I e II,"Estrada Alto Sapezal, margem esquerda Rio Juruena, Km 47, Sapezal - Mato Grosso",-58.79277777777778,-13.892777777777777
500,Amaggi,Amaggi Commodities EU RED,Globo,"Rodovia BR-364, Km 1056, Sapezal - Mato Grosso",-58.59330555555556,-12.951833333333333
501,Amaggi,Amaggi Commodities EU RED,Independência,"Rodovia BR 174, Km 13 + 12 Km esquerda, Vilhena - Mato Grosso,",-68.13724722222223,-12.586702777777779
502,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Progresso,Sebastião Leal/PI,-7.456163888888889,-44.16243333333333
503,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Tunísia,Uruçuí/PI,-7.408111111111111,-44.31198611111111
504,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Condomínio Boa Esperança,Ribeiro Gonçalves/PI,-8.362975,-45.508427777777776
505,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Nova Holanda,Alto Parnaíba/MA,-8.83783888888889,-46.56133888888888
506,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Serra Vermelha,Sambaíba/MA,-6.894322222222222,-45.32564722222222
507,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Sol Nascente,Balsas/MA,-7.407333333333334,-46.01482222222222
508,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Santa Luzia,São Raimundo das Mangabeiras/MA,-6.865788888888889,-45.49799166666667
509,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Carolina do Norte,T. Fragoso/MA,-9.23286388888889,-46.53489166666667
510,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Rio Verde,Loreto/MA,-7.854863888888889,-45.79848055555556
511,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Granja Ceres,S. R. das Mangabeiras/MA,-7.2877777777777775,-46.21008055555556
512,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Itapuá,A.Parnaíba/MA,-9.056405555555557,-46.34009166666667
513,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Ouro Branco,Paracatu/MG,-17.216733333333334,-47.0485
514,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Rainha da Serra,Uruçuí/PI,-7.929830555555556,-44.408975
515,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Carlos Eduardo Silveira,Assentamento Ander Rodolfo Henrique - Diamante de Oeste,-24.920630555555558,-54.05305
516,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Tatiana Eloiza Scultz,Assentamento Ander Rodolfo Henrique - Diamante de Oeste,-54.05305,-24.946908333333333
517,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cleusa Guilherme da Silva,Assentamento Ander Rodolfo Henrique - Diamante de Oeste,-54.03516666666666,-24.920630555555558
518,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Diomar Zopellaro,Assentamento Ander Rodolfo Henrique - Diamante de Oeste,-24.920283333333334,-54.038780555555554
519,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Jose Ezildo da Silva,Assentamento Ander Rodolfo Henrique - Diamante de Oeste,-24.93898888888889,-54.058386111111105
520,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Flavio Luiz Berno,Distrito Floresta - Palotina,-24.220277777777778,-53.71083333333333
521,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Caroline de Carle Gomes,Linha Alvorada - Palotina,-24.240555555555556,-53.863055555555555
522,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Darci Dedimar Tomm,Linha Belmonte - Marechal C. Rondon,-24.499722222222225,-54.18083333333333
523,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Hilario Mattuizzi,Linha Madrugada - Palotina,-25.08861111111111,-53.581388888888895
524,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Deomiro Bernardo Lehmkuhl,Vila Floresta - Palotina,-24.198888888888888,-53.717222222222226
525,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Lauri Leo Buzanello,Linha São Clemente - Palotina,-24.264722222222222,-53.89361111111111
526,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Araides Duarte da Luz,Assentamento Olga Benario - Santa Tereza do Oeste,-25.08861111111111,-53.581388888888895
527,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Roberto Pradela,Vila Floresta - Palotina,-24.19361111111111,-53.726111111111116
528,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Pierezan,Linha Madrugada - Palotina,-25.08861111111111,-53.581388888888895
529,AgroSB,AgroSB Agropecuária S.A.,Fazenda Nova Vida,Santana do Araguaia - PA,-9.503105555555555,-50.83139722222223
530,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Campos Lindos,Loteamento Santa Catarina - Município de Campos Lindos - Tocantins - BR,-8.119722222222222,-46.53055555555555
531,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Chapada Alta,Loteamento Santa Catarina - Campos Lindos - Tocantins - BR,-8.293055555555556,-46.776944444444446
532,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Santo Isidoro,Zona Rural - Riachão - Maranhão - BR,-7.420833333333333,-46.36138888888889
533,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Batavo,"FazendaBat avo Km 245 Gerais de Balsas, Data Caracol Zona Rural - Balsas - Maranhão - BR",-8.564722222222223,-46.67944444444444
534,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Curitiva,Tasso Fragoso - MA,-7.654166666666667,-46.66416666666667
535,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA AGRO BOA VISTA,BALSAS - MA,- 8.597150,- 46.639218
536,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CERTEZA,BALSAS - MA,- 8.118607,- 45.870153
537,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CHAPADÃO,TASSO FRAGOSO -  MA,- 8.651808,- 45.945183
538,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA SAPUCAÍ,TASSO FRAGOSO -  MA,- 8.297231,- 45.769278
539,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA GUAÍRA,FORTALEZA DOS NOGUEIRAS - MA,- 7.088961,- 45.945405
540,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CAIUÁ,BALSAS - MA,- 8.430479,- 46.618932
541,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA SEIS IRMÃOS,RIACHÃO - MA,- 7.447427,-46.3264
542,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA JAPURÁ,SANTA FILOMENA -  PI,- 8.721907,- 45.570364
543,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ALVORADA,SÃO DESIDÉRIO - BA,- 12.423922,- 46.250622
544,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA TAKAHASHI,BALSAS - MA,- 8.678837,- 46.665834
545,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA LAGOA ENCANTADA,PRIMAVERA DO LESTE - MT,- 15.266706,-54.263947
546,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ESCONDIDO,BALSAS - MA,- 7.963056,- 45.924650
547,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA PIRACICABA,Tasso Fragoso - MA,- 7.965008,- 45.752163
548,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ANGICOS,TASSO FRAGOSO -  MA,- 8.125459,- 45.789736
549,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA GUARANI,SÃO DESIDÉRIO - BA,-12.902398,-46.194599
550,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ORQUÍDEAS,BARREIRAS - BA,-11.84223,-46.244109
551,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CAMPO ABERTO,BARREIRAS - BA,- 11.793402,- 45.958693
552,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA BAIXÃO PRETO,RIACHÃO - MA,-8.191716,-46.461772
553,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA  AGROMANTOVA  BATAVO,BALSAS - MA,-8.520959,-46.749241
554,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA TABATINGA,ALTO PARNAÍBA - MA,-8.9949,-46.559639
555,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA TERRA NOVA,Tasso Fragoso - MA,-8.672696,- 46.011546
556,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ARAPUÃ,BALSAS - MA,-8.12433,-46.146117
557,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA APUÃ,BALSAS - MA,-8.041355,-45.976106
558,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA NOSSA SENHORA DAS GRAÇAS,Tasso Fragoso - MA,-8.135828,-46.133402
559,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA SAMA,LUIZ EDUARDOMAGALHÃES - BA,-12.214789,-45.958782
560,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CONDOMINIO IRMÃOS GATTO,BARREIRAS - BA,-11.83768,-46.28957
561,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CABECEIRA,TASSO FRAGOSO -  MA,-8.447452,-45.937696
562,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA TEATINO,BALSAS - MA,-7.960087,-45.809129
563,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA TRADIÇÃO,RIBEIRO GONÇALVES - PI,-7.798658,-45.054773
564,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA GBC,CORRENTINA - BA,-13.504164,-46.113412
565,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA PARANÁ,CORRENTINA - BA,-13.740469,-46.140271
566,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA PORTO ALEGRE,CORRENTINA - BA,-12.804929,-45.656859
567,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA FAVEIRA,Tasso Fragoso - MA,-7.849968,-45.778352
568,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ALVORADA - FRITZEN,MONTE ALEGRE - PI,-9.375476,-45.216978
569,Fazenda Nossa Senhora Aparecida,Fazenda Nossa Senhora Aparecida,Fazenda Nossa Senhora Aparecida,Agua Fria de Goiás/GO,-14825,-47.72638888888889
570,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,AgroAna,"Rodovia MT 242, Ipiranga do Norte/MT, Brasil",-12.26558611111111,-56.19936388888888
571,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,América,"Rodovia MT 220, Km 135, Tabaporã/MT, Brasil",-11.546308333333334,-56.516375
572,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Conquista,"Rodovia MT 422 sentido União do Sul, no trevo da sete placa + 22 Km, Santa Carmem/MT, Brasil",-12.003072222222222,-54.671613888888885
573,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Diamantino,"Rodovia BR 163, Km 797 + 15 à direita, Sinop/MT, Brasil",-12.125052777777778,-55.48029722222223
574,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Fênix,"Rodovia MT 220, Km 90, Porto dos Gaúchos/MT, Brasil",-11.748022222222222,-56.117777777777775
575,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,JP,"Rodovia BR 242, Km 680 sentido Água Limpa, Nova Ubiratã/MT, Brasil",-13.245861111111111,-55.187263888888886
576,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Nossa Sr? do Carmo,"Comunidade Tropical, S/N, Zona Rural, Sorriso/MT, Brasil",-12.401736111111111,-55.975455555555556
577,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Potrich,"Rodovia MT 242, Km 50 + 5 Km à direita, Sorriso/MT, Brasil",-12.922130555555555,-55.53149722222222
578,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Pressi,"Gleba Barreiro S/N, Zona Rural, Sorriso/MT, Brasil",-12.234741666666666,-55.76791388888889
579,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Rio Branco,"Rodovia MT 010, 35 Km após Ipiranga do Norte sentido ""moegão da Bunge"", Ipiranga do Norte/MT, Brasil",-11.956708333333333,-56.152794444444446
580,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Santa Felicidade,"Rodovia MT 422, Gleba Manitsua- Missu, Santa Carmen/MT, Brasil",-12.772680555555556,-55.95436666666667
581,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Santa Helena,"Estrada do Pontal + 17 Km, Zona Rural, Sorriso/MT, Brasil",-12.505386111111111,-55.866036111111114
582,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,São José,"Rodovia MT 242, Km 140, Gleba SacKman, Nova Ubiratã/MT, Brasil",-12.818438888888888,-54.93896944444444
583,Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Sichieri,"Loteamento Teles Pires, S/N, Faz. Sichieri, Sorriso/MT, Brasil",-12.496224999999999,-55.81568333333333
584,Fazenda Uirapuru,Fazenda Uirapuru,Fazenda Uirapuru,Nova Mutum - MT,-14.143727777777777,-56.63576527777778
585,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Santa Mônica,Rondonópolis/MT,-16.984333333333336,-54.75418888888889
586,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Tolosa,Brasnorte/MT,-13.187850000000001,-57.99461111111111
587,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Caroline,Primavera do Leste/MT,-15.156175000000001,-54.146924999999996
588,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Garça Branca,Campo Verde/MT,-15.182258333333333,-54.50257222222222
589,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Rio de Janeiro,Barreiras/BA,-11.89273888888889,-46.01746388888889
590,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda São Pedro,São Desidério/BA,-12.583083333333333,-46.02796111111111
591,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Serra Branca,Balsas/MA,-8.806372222222222,-46.84554444444445
592,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Graziele,Tasso Fragoso/MA,-8.448791666666667,-46.053752777777774
593,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Cambará,Correntina/BA,-13.591775,-45.99348611111111
594,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Santa Maria da Fontoura,Canabrava do Norte/MT,-10.997847222222221,-52.16065833333333
595,GGF Agro,GGF - Agro LTDA,Pau da Onça,Santa Rita do Trivelato/MT,-13.666558333333334,-55.39378611111111
596,SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Parnaíba,"Rod MA 006, Km 120 - Tasso Fragoso - Maranhão (Brasil)",-8.514116666666666,-46.07788333333334
597,SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Planeste,"Rod MA 140, Km 200 - Balsas - Maranhão (Brasil)",-8.553880555555557,-46.859300000000005
598,SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Planalto,Costa Rica - Mato Grosso do Sul (Brasil),-18.211030555555556,-53.203450000000004
599,SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Pamplona,Cristalina - Goiás (Brasil),-16.227416666666667,-47.62601111111111
600,SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Panorama,Correntina - Bahia (Brasil),-13.408269444444445,-46.09628333333333
601,SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Paiaguás,Diamantino - Mato Grosso (Brasil),-14.080727777777778,-57.455194444444444
602,SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Planorte,Sapezal - Mato Grosso (Brasil),-13.936172222222222,-58.894333333333336
603,SLC Agrícola,SLC Agricola S.A.,Fazenda Parnaíba,"Rod MA 006, Km 120 - Tasso Fragoso - Maranhão (Brasil)",-8.514116666666666,-46.07788333333334
