Organization,Name,Farm,Address,Latitude,Longitude
Aliança da Terra,Aliança da Terra - Grupo IV,São Sebastião,"Rodovia GO 174, Km 40 + 1 Km à esquerda + 32 Km, Rio Verde - GO - Brasil","-51,464028","-17,524475"
Aliança da Terra,Aliança da Terra - Grupo IV,São Tomaz,"Rodovia BR 060, Km 407 à esquerda, Zona Rural, Rio Verde - GO - Brasil","-51,115422","-17,819058"
Aliança da Terra,Aliança da Terra - Grupo IV,Segredo,"Rodovia GO 174, Km 39, à esquerda 38 Km, Zona Rural, Rio Verde - GO - Brasil","-47,707017","-18,861594"
Aliança da Terra,Aliança da Terra - Grupo IV,Speggiorini,"Rodovia 365, Km 556 + 7 Km, Estrela do Sul / MG - Brasil","-47,707017","-18,861594"
Aliança da Terra,Aliança da Terra - Grupo IV,Torre,"Rodovia GO 158, Km 72 - Jataí - GO - Brasil","-51,881125","-17,353563"
Aliança da Terra,Aliança da Terra - Grupo IV,Tropical,"Rodovia GO 220, Km 21,5 sentido Montividiu-Caiapônia, Zona Rural, CEP 75.915-000, Montividiu - GO - Brasil","-51,403618","-17,394317"
Aliança da Terra,Aliança da Terra - Grupo IV,Vargem Grande,"Rodovia GO 220, Km 17, Montividiu - GO - Brasil","-51,483038","-17,371451"
Aliança da Terra,Aliança da Terra - Grupo IV,"Vargem Grande, Planalto Verde e Unidas","Rodovia BR 452, Km 01, Zona Rural, Rio Verde - GO - Brasil","-51,58419667","-17,43054833"
Aliança da Terra,Aliança da Terra - Grupo IV,Vitória,"Rodovia GO 174, Km 45 à esquerda (Cana Verde), após o trevo de Montividiu, Zona Rural, Rio Verde - GO - Brasil","-51,475864","-17,43818"
Fazenda Agrícola Dourado,Fazenda Agrícola Dourado S.A.,Fazenda Agrícola Dourado,"Estrada NL 10, s/n km 5. Zona Rural. Nortelândia MT","14º22'21,1 1''S","56º45'46,5'' O"
Amaggi,Amaggi Commodities EU RED,Don Aro,"Linha MA 26, Complemento MP 72 GL - Machadinho, Zona Rural, Ariquemes - Rondônia",61º59'0.85'' W,9º34'17.73'' S
Amaggi,Amaggi Commodities EU RED,Flexa De Ouro I,"Rodovia MT-170, Km 200 + 2 Km à esquerda, Brasnorte - Mato Grosso","58º05'58,4''W","12º33'15,0''S"
Amaggi,Amaggi Commodities EU RED,Flexa De Ouro II,"Rodovia Estadual MT 220 Km 70, Juara- Mato Grosso","57º 53' 31,7''W","11º 32' 38,5'' S"
Amaggi,Amaggi Commodities EU RED,Saudades / Paixão / Masutti,"Rodovia MT 235, Km 165, Campos de Júlio - Mato Grosso","59º09'17,2''W","13º31'35,7''S"
Amaggi,Amaggi Commodities EU RED,JK,"Rodovia BR 174, Km 501 - sentido Vilhena, Comodoro - Mato Grosso","59º 54' 35,96''W","13º 2' 16,71''S"
Amaggi,Amaggi Commodities EU RED,Letícia II,"Rodovia MT 388, Gleba Formiga Km 15, Campos de Júlio - Mato Grosso,",59º10'41.84''W,13º48'0.06''S
Amaggi,Amaggi Commodities EU RED,Lajeada,"Rodovia MT 388 linha Alto Juruena, Campos de Júlio - Mato Grosso,",59º12'5.34''W,14º6'23.68''S
Amaggi,Amaggi Commodities EU RED,Grupo Comil III,"Rodovia MT 235, Km 123, entrando à direita + 8 Km, Campos de Júlio - Mato Grosso,","59º08' 51,78'' W","3º 40' 59,16''S"
Amaggi,Amaggi Commodities EU RED,Fortaleza Do Guaporé NL,"Gleba Ricardo Franco, Km 70, Nova Lacerda - Mato Grosso",60º 1' 39'' W,14º 23' 44'' S
Amaggi,Amaggi Commodities EU RED,Piramide,"Rodovia MT-170, Km 86 + 40 Km à direita, Campo Novo do Parecis - Mato Grosso","57º46'50,4''W","13º18'03,5''S"
Amaggi,Amaggi Commodities EU RED,São Carlos,"Rodovia MT-170, Km 90 + 2 Km à esquerda, Campo Novo do Parecis - Mato Grosso","57º56'10,81''W","13º34'14,98''S"
Amaggi,Amaggi Commodities EU RED,Porta Do Céu,"Rodovia MT-170, Km 90 + 2 Km à esquerda, Campo Novo do Parecis - Mato Grosso","57º56'10,81''W","13º34'14,98''S"
Amaggi,Amaggi Commodities EU RED,Santa Maria,"Rodovia MT-170, Km 74 + 40 Km à direita, Campo Novo do Parecis - Mato Grosso","57º55'33,93''W","13º47'5,91''S"
Amaggi,Amaggi Commodities EU RED,Estrela,"Rodovia MT-170, Km 50 à direita, Campo Novo do Parecis - Mato Grosso","57º57'48,39''W","13º52'11,79''S"
Amaggi,Amaggi Commodities EU RED,Três Marcos,"Rodovia BR 364, Km 920, margem à direita, Campo Novo do Parecis - Mato Grosso,","57º58'49,21'' W","13º20'25,49'' S"
Amaggi,Amaggi Commodities EU RED,Santa Maria,"Rodovia MT-170, Km 80 + 50 Km à direita, Campo Novo do Parecis - Mato Grosso","57º43'30,0''W","13º19'41,2''S"
Amaggi,Amaggi Commodities EU RED,Santa Amélia / Curitiba,"Rodovia MT-170, Km 74 + 40 Km à direita, Campo Novo do Parecis - Mato Grosso","57º35'14,8''W","13º49'0,8''S"
Amaggi,Amaggi Commodities EU RED,Tucano I e II / Ponte de Pedra,"Rodovia MT 170, Km 75 + 18 à esquerda, Linha Sucuruína, Campo Novo do Parecis - Mato Grosso,",57º33'19.908'' W,13º35'3.948''S
Amaggi,Amaggi Commodities EU RED,Cereal Ouro,"Rodovia BR 249 + 35 Km à direita, Diamantino - Mato Grosso",56º54'02''W,13º53'01''S
Amaggi,Amaggi Commodities EU RED,Aricá,"Rodovia BR 364, Km 226 à direita, Diamantino - Mato Grosso","56º54'02,94''W","13º53'01,48''S"
Amaggi,Amaggi Commodities EU RED,Matão,"Rodovia BR 364, Km 1053, Sapezal - Mato Grosso","58º34'46,1''W","12º53'54,8''S"
Amaggi,Amaggi Commodities EU RED,Nossa Senhora Aparecida,"Rodovia BR-364, Km 1093 - Sapezal - Mato Grosso","58º44'05,7''W","13º12'01,6''S"
Amaggi,Amaggi Commodities EU RED,Santa Rosa Do Paraná I e II,"Rodovia MT 235, Km 137 entrando à direita percorre-se uma distância de 17 Km, Sapezal - Mato Grosso",58º 51' 28''W,13º 24' 40''S
Amaggi,Amaggi Commodities EU RED,Rodeio e Canário,"Rodovia MT 235, Km 110 + 20 Km à direita - Sapezal - Mato Grosso",58º42'14''W,13º37'39'' S
Amaggi,Amaggi Commodities EU RED,Paraíso ,"Rodovia MT 235, Km 80, + 23 Km à direita, Sapezal - Mato Grosso","58º31'48,23'' W","13º23'38,04'' S"
Amaggi,Amaggi Commodities EU RED,Grupo Comil I e II,"Estrada Alto Sapezal, margem esquerda Rio Juruena, Km 47, Sapezal - Mato Grosso",58º 47' 34''W,13º 53' 34'' S
Amaggi,Amaggi Commodities EU RED,Globo,"Rodovia BR-364, Km 1056, Sapezal - Mato Grosso","58º35'35,9''W","12º57'06,6''S"
Amaggi,Amaggi Commodities EU RED,Independência,"Rodovia BR 174, Km 13 + 12 Km esquerda, Vilhena - Mato Grosso,","68º8'14,09'' W","12º35'12,13'' S"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Progresso,Sebastião Leal/PI,"7º27'22,19''","44º09'44,76''"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Tunísia,Uruçuí/PI,"7º24'29,20''","44º18'43,15"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Condomínio Boa Esperança,Ribeiro Gonçalves/PI,"8º21'46,71''S","45º30'30,34 ''O"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Nova Holanda,Alto Parnaíba/MA,"8º50'16,22''","46º33'40,82 ''"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Serra Vermelha,Sambaíba/MA,"6º53'39,56''S","45º19'32,33 '' O"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Sol Nascente,Balsas/MA,"7º24'26,40''","46º00'53,36''"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN I,Fazenda Santa Luzia,São Raimundo das Mangabeiras/MA,"6º51,56,84'' S","45º29'52,77 ''O"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Carolina do Norte,T. Fragoso/MA,"08º73'58,3 1'","46º32'05,6 1"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Rio Verde,Loreto/MA,"07º50'77,5 1","45º47'54,5 3"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Granja Ceres,S. R. das Mangabeiras/MA,"07º16'76,0 0","45º72'36,2 9''"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Itapuá,A.Parnaíba/MA,"09º03'23,0 6'","46º19'84,3 3'"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Ouro Branco,Paracatu/MG,"16º72'60,2 4''","47º02'54,6 0''"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Rainha da Serra,Uruçuí/PI,"07º55'47,3 9''","44º24'32,3 1''"
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Carlos Eduardo Silveira,Assentamento Ander Rodolfo Henrique - Diamante de Oeste,24º55'14.2 7'',54º 3'10.98''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Tatiana Eloiza Scultz,Assentamento Ander Rodolfo Henrique - Diamante de Oeste,54º 3'10.98'',24º56'48.8  7''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cleusa Guilherme da Silva,Assentamento Ander Rodolfo Henrique - Diamante de Oeste,54º 2'6.60'',24º55'14.2 7''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Diomar Zopellaro,Assentamento Ander Rodolfo Henrique - Diamante de Oeste,24º55'13.0 2'',54º2'19.61''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Jose Ezildo da Silva,Assentamento Ander Rodolfo Henrique - Diamante de Oeste,24º56'20.3 6'',54º3'30.19'' 
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Flavio Luiz Berno,Distrito Floresta - Palotina,24º 13' 13'',53º 42' 39''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Caroline de Carle Gomes,Linha Alvorada - Palotina,24º 14' 26'',53º 51' 47'
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Darci Dedimar Tomm,Linha Belmonte - Marechal C. Rondon,24º29'59'',54º10' 51''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Hilario Mattuizzi,Linha Madrugada - Palotina,25º 05' 19'',53º 34' 53''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Deomiro Bernardo Lehmkuhl,Vila Floresta - Palotina,24º 11' 56',53º 43' 02''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Lauri Leo Buzanello,Linha São Clemente - Palotina,24º 15' 53'',53º 53' 37''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Araides Duarte da Luz,Assentamento Olga Benario - Santa Tereza do Oeste,25º 05' 19'',53º 34' 53''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Roberto Pradela,Vila Floresta - Palotina,24º 11' 37'',53º 43' 34'
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Pierezan,Linha Madrugada - Palotina,25º 05' 19'',53º 34' 53''
AgroSB,AgroSB Agropecuária S.A.,Fazenda Nova Vida,Santana do Araguaia - PA,"09º30'11,1 8'' S","50º49'53,0 3'' O"
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Campos Lindos,Loteamento Santa Catarina - Município de Campos Lindos - Tocantins - BR,S 08o07'11'',W 46o31'50''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Chapada Alta,Loteamento Santa Catarina - Campos Lindos - Tocantins - BR,S 08o17'35'',W 46o46'37''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Santo Isidoro,Zona Rural - Riachão - Maranhão - BR,S 07o25'15'',W 46o21'41''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Batavo,"FazendaBat avo Km 245 Gerais de Balsas, Data Caracol Zona Rural - Balsas - Maranhão - BR",S 08o33'53'',W 46o40'46''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Curitiva,Tasso Fragoso - MA,S 07 39 15'',W 46 39 51''
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA AGRO BOA VISTA,BALSAS - MA,- 8.597150º,- 46.639218
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CERTEZA,BALSAS - MA,- 8.118607º,- 45.870153
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CHAPADÃO,TASSO FRAGOSO -  MA,- 8.651808,- 45.945183
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA SAPUCAÍ,TASSO FRAGOSO -  MA,- 8.297231,- 45.769278
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA GUAÍRA,FORTALEZA DOS NOGUEIRAS - MA,- 7.088961,- 45.945405
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CAIUÁ,BALSAS - MA,- 8.430479,- 46.618932
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA SEIS IRMÃOS,RIACHÃO - MA,- 7.447427,-46.326400
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA JAPURÁ,SANTA FILOMENA -  PI,- 8.721907,- 45.570364
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ALVORADA,SÃO DESIDÉRIO - BA,- 12.423922,- 46.250622
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA TAKAHASHI,BALSAS - MA,- 8.678837,- 46.665834
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA LAGOA ENCANTADA,PRIMAVERA DO LESTE - MT,- 15.266706,-54.263947
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ESCONDIDO,BALSAS - MA,- 7.963056,- 45.924650
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA PIRACICABA,Tasso Fragoso - MA,- 7.965008,- 45.752163
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ANGICOS,TASSO FRAGOSO -  MA,- 8.125459,- 45.789736
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA GUARANI,SÃO DESIDÉRIO - BA,-12.902398,-46.194599º
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ORQUÍDEAS,BARREIRAS - BA,-11.842230,-46.244109
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CAMPO ABERTO,BARREIRAS - BA,- 11.793402,- 45.958693
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA BAIXÃO PRETO,RIACHÃO - MA,-8.191716,-46.461772
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA  AGROMANTOVA  BATAVO,BALSAS - MA,-8.520959,-46.749241
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA TABATINGA,ALTO PARNAÍBA - MA,-8.994900,-46.559639
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA TERRA NOVA,Tasso Fragoso - MA,-8.672696,- 46.011546
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ARAPUÃ,BALSAS - MA,-8.124330,-46.146117
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA APUÃ,BALSAS - MA,-8.041355,-45.976106
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA NOSSA SENHORA DAS GRAÇAS,Tasso Fragoso - MA,-8.135828,-46.133402
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA SAMA,LUIZ EDUARDOMAGALHÃES - BA,-12.214789,-45.958782
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CONDOMINIO IRMÃOS GATTO,BARREIRAS - BA,-11.837680,-46.289570
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA CABECEIRA,TASSO FRAGOSO -  MA,-8.447452,-45.937696
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA TEATINO,BALSAS - MA,-7.960087,-45.809129
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA TRADIÇÃO,RIBEIRO GONÇALVES - PI,-7.798658,-45.054773
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA GBC,CORRENTINA - BA,-13.504164,-46.113412
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA PARANÁ,CORRENTINA - BA,-13.740469,-46.140271
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA PORTO ALEGRE,CORRENTINA - BA,-12.804929,-45.656859
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA FAVEIRA,Tasso Fragoso - MA,-7.849968,-45.778352
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA Grupo I,FAZENDA ALVORADA - FRITZEN,MONTE ALEGRE - PI,-9.375476,-45.216978
Fazenda Nossa Senhora Aparecida,Fazenda Nossa Senhora Aparecida,Fazenda Nossa Senhora Aparecida,Agua Fria de Goiás/GO,14º49'30.0'',47º43'35.0''
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,AgroAna,"Rodovia MT 242, Ipiranga do Norte/MT, Brasil","12º15'56,11''","56º11'57,71''"
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,América,"Rodovia MT 220, Km 135, Tabaporã/MT, Brasil",11º32'46.71'',56º30'58.95''
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Conquista,"Rodovia MT 422 sentido União do Sul, no trevo da sete placa + 22 Km, Santa Carmem/MT, Brasil","12º00'11,06''","54º40'17,81''"
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Diamantino,"Rodovia BR 163, Km 797 + 15 à direita, Sinop/MT, Brasil","12º7'30,19''","55º28'49,07''"
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Fênix,"Rodovia MT 220, Km 90, Porto dos Gaúchos/MT, Brasil",11º44'52.88'',56º 7'4.00''
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,JP,"Rodovia BR 242, Km 680 sentido Água Limpa, Nova Ubiratã/MT, Brasil","13º14'45,10''","55º11'14,15''"
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Nossa Sr? do Carmo,"Comunidade Tropical, S/N, Zona Rural, Sorriso/MT, Brasil","12º24'6,25''","55º58'31,64''"
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Potrich,"Rodovia MT 242, Km 50 + 5 Km à direita, Sorriso/MT, Brasil","12º55'19,67''","55º31'53,39''"
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Pressi,"Gleba Barreiro S/N, Zona Rural, Sorriso/MT, Brasil","12º14'5,07''","55º46'4,49''"
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Rio Branco,"Rodovia MT 010, 35 Km após Ipiranga do Norte sentido ""moegão da Bunge"", Ipiranga do Norte/MT, Brasil","11º57'24,15''","56º9'10,06''"
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Santa Felicidade,"Rodovia MT 422, Gleba Manitsua- Missu, Santa Carmen/MT, Brasil","12º46'21,65''","55º57'15,72''"
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Santa Helena,"Estrada do Pontal + 17 Km, Zona Rural, Sorriso/MT, Brasil","12º30'19,39''","55º51'57,73''"
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,São José,"Rodovia MT 242, Km 140, Gleba SacKman, Nova Ubiratã/MT, Brasil","12º49'06,38''","54º56'20,29''"
Louis Dreyfus Company ,Louis Dreyfus Company - LDC Sorriso,Sichieri,"Loteamento Teles Pires, S/N, Faz. Sichieri, Sorriso/MT, Brasil",12º29'46.41'',55º48'56.46''
Fazenda Uirapuru,Fazenda Uirapuru,Fazenda Uirapuru,Nova Mutum - MT,13º 68' 3742'' S,55º 98' 8755 '' O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Santa Mônica,Rondonópolis/MT,16º59'03.6 0''S,54º45'15.0 8''O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Tolosa,Brasnorte/MT,13º11'16.2 6''S,57º59'40.6 0''O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Caroline,Primavera do Leste/MT,15º09'22.2 3''S,54º08'48.9 3''O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Garça Branca,Campo Verde/MT,15º10'56.1 3''S,54º30'9.26''O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Rio de Janeiro,Barreiras/BA,11º53'33.8 6''S,46º01'02.8 7''O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda São Pedro,São Desidério/BA,12º34'59.1 0''S,46º01'40.6 6''O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Serra Branca,Balsas/MA,08º48'22.9 4''S,46º50'43.9 6''O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Graziele,Tasso Fragoso/MA,08º26'55.6 5''S,46º03'13.5 1''O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Cambará,Correntina/BA,13º35'30.3 9''S,45º59'36.5 5''O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazemda Santa Maria da Fontoura,Canabrava do Norte/MT,10º59'52.2 5''S,52º09'38.3 7''O
GGF Agro,GGF - Agro LTDA,Pau da Onça,Santa Rita do Trivelato/MT,"13º39'59,6 16''","55º23'37,6 38''"
SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Parnaíba,"Rod MA 006, Km 120 - Tasso Fragoso - Maranhão (Brasil)",08º 30'50.82''S,46º04'40.38''O
SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Planeste,"Rod MA 140, Km 200 - Balsas - Maranhão (Brasil)",08º 33'13.97''S,46º51'33.48''O
SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Planalto,Costa Rica - Mato Grosso do Sul (Brasil),18º 12'39.71''S,53º12'12.42''O
SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Pamplona,Cristalina - Goiás (Brasil),16º 13'38.70''S,47º37'33.64''O
SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Panorama,Correntina - Bahia (Brasil),13º 24'29.77''S,46º05'46.62''O
SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Paiaguás,Diamantino - Mato Grosso (Brasil),14º 04'50.62''S,57º27'18.70''O
SLC Agrícola,SLC Agricola S.A. - EU RED,Fazenda Planorte,Sapezal - Mato Grosso (Brasil),13º 56'10.22''S,58º53'39.60''O
SLC Agrícola,SLC Agricola S.A.,Fazenda Parnaíba,"Rod MA 006, Km 120 - Tasso Fragoso - Maranhão (Brasil)",08º 30'50.82''S,46º04'40.38''O
SLC Agrícola,SLC Agricola S.A. ,Fazenda Planeste,"Rod MA 140, Km 200 - Balsas - Maranhão (Brasil)",08º 33'13.97''S,46º51'33.48''O
SLC Agrícola,SLC Agricola S.A. ,Fazenda Planalto,Costa Rica - Mato Grosso do Sul (Brasil),18º 12'39.71''S,53º12'12.42''O
SLC Agrícola,SLC Agricola S.A. ,Fazenda Pamplona,Cristalina - Goiás (Brasil),16º 13'38.70''S,47º37'33.64''O
SLC Agrícola,SLC Agricola S.A.,Fazenda Panorama,Correntina - Bahia (Brasil),13º 24'29.77''S,46º05'46.62''O
O Telhar Agropecuária,O Telhar Agropecuária LTDA,Fazenda Nova,Santo Antônio do Leste/MT,14º55'32.6 6''s,53º53' 6.82''O
