data,cnpj,cnpj_basico,cnpj_ordem,cnpj_dv,identificador_matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,id_pais,data_inicio_atividade,cnae_fiscal_principal,cnae_fiscal_secundaria,sigla_uf,id_municipio,id_municipio_rf,tipo_logradouro,logradouro,numero,complemento,bairro,cep,ddd_1,telefone_1,ddd_2,telefone_2,ddd_fax,fax,email,situacao_especial,data_situacao_especial,cnpj_basico_1,razao_social,natureza_juridica,capital_social,porte
2023-02-15,47067525004600,47067525,0046,00,2,,8,1996-06-01,1,,,1994-05-27,1041400,,BA,2913903,3579,RUA,DOIS DE JULHO,99,,CENTRO,45570000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525016969,47067525,0169,69,2,LOUIS DREYFUS COMPANY BRASIL,2,2006-11-24,0,,,2006-11-24,4622200,"4632001,4683400,5211701",MT,5107065,97,RODOVIA,MT-110,SN,KM    1.6 MATA LINDA      BLOCO A,ZONA RURAL,78643000,13,21279893,11,30397160,11,38143235,spo-sefazcorrespondencia@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525015806,47067525,0158,06,2,LOUIS DREYFUS COMPANY BRASIL,2,2005-11-03,0,,,2003-12-10,1041400,,GO,5213756,9933,RODOVIA,GO 220,SN,KM 36,ZONA RURAL,75915000,13,21279893,11,30397160,11,30396755,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525008940,47067525,0089,40,2,,8,2005-12-07,1,,,2002-05-07,4621400,,BA,2933307,3965,AVENIDA,CENTENARIO,301,,SUMARE,45000765,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525017850,47067525,0178,50,2,LOUIS DREYFUS COMPANY BRASIL,8,2019-09-16,1,,,2008-08-22,4622200,"4623108,4683400",BA,2909307,3485,RODOVIA,BR-20,S/N,KM    50                  SALA  1,ZONA RURAL,47650000,13,21279893,11,30397160,11,38143235,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525011819,47067525,0118,19,2,,8,2004-09-15,1,,,1999-11-24,0135100,,BA,2920908,3719,,MARGEM ESQUERDA DO RIO PARDO,S/N,FAZ. CHACABUCO,ZONA RURAL,45870000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525020567,47067525,0205,67,2,LOUIS DREYFUS COMPANY BRASIL,8,2020-12-07,1,,,2017-09-12,4622200,"4632001,4683400",MT,5103502,9069,RODOVIA,BR 364,SN,KM    260                 SALA  1,DISTRITO PARECIS,78400000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525003204,47067525,0032,04,2,,8,2004-09-15,1,,,1990-11-28,1041400,,BA,2913606,3573,PRACA,JOSE MARCELINO,14,"10. ANDAR, SALA 1002",CENTRO,45653030,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525013358,47067525,0133,58,2,LOUIS DREYFUS COMPANY BRASIL,2,2005-11-03,0,,,2002-10-01,4623103,"4622200,4683400,4632001",MT,5100300,9005,RODOVIA,BR - 364,S/N,KM    16                  BLOCO 1,TERMINAL FERRONORTE,78780000,13,21279893,11,30397160,11,38143235,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525001937,47067525,0019,37,2,,8,1989-10-25,1,,,1989-02-02,4637101,,MT,5103403,9067,RUA,PEDRO CELESTINO,477,,CENTRO,78005010,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525016020,47067525,0160,20,2,,8,2006-07-28,1,,,2004-01-15,4693100,4691500,PR,4118204,7745,RUA,RODRIGUES ALVES,800,"1 ANDAR, SALA 106",CENTRO,83203170,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525008435,47067525,0084,35,2,LOUIS DREYFUS COMPANY BRASIL,2,2005-11-03,0,,,2002-02-13,1033301,1033302,SP,3506102,6221,RODOVIA,ARMANDO DE SALLES OLIVEIRA,S/N,"KM 396, CONJ. B",ZONA RURAL,14707000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525015482,47067525,0154,82,2,,8,2005-01-12,1,,,2003-10-28,4693100,4691500,SP,3517406,6449,AVENIDA,JOAO JORGE GARCIA LEAL,1500,SALA 3,CENTRO,14790000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525012114,47067525,0121,14,2,,8,2003-03-26,1,,,2000-01-11,4622200,,PR,4112959,8463,RODOVIA,BR 369,S/N,KM 414,ZONA RURAL,87355000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525020052,47067525,0200,52,2,LOUIS DREYFUS COMPANY BRASIL,2,2016-03-31,0,,,2016-03-31,4622200,4632001,MT,5103403,9067,AVENIDA,ANDRE ANTONIO MAGGI,487,QUADRA02C                 LOTE  06/07-LOT ELDORADO  ANDAR 13 SALA1307         ANDAR 20 SALA 2001 A 2008,CENTRO POLITICO ADMINISTRATIVO,78049080,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525005924,47067525,0059,24,2,LOUIS DREYFUS COMPANY BRASIL,2,2005-11-03,0,,,1994-12-29,1041400,,GO,5205471,73,RUA,INGA OESTE,697,QUADRA898                 LOTE  02,SETOR INDUSTRIAL,75828000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525000370,47067525,0003,70,2,,8,1992-01-15,1,,,1985-07-15,4623109,,RJ,3304557,6001,AVENIDA,PRES VARGAS,463,16 AND SALA A,CENTRO,20071004,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525009083,47067525,0090,83,2,,8,2013-10-04,1,,,2002-06-04,4637102,,SP,3526704,6635,ESTRADA,"VIC JOSE DE S. QUEIROZ FILHO, KM 12",S/N,CASA 8,ZONA RURAL,13610970,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525014672,47067525,0146,72,2,LOUIS DREYFUS COMPANY BRASIL,2,2005-11-03,0,,,2003-10-15,5021102,"4622200,4623199,4632001,5231102",GO,5220405,9605,AVENIDA,ELIEZER DE OLIVEIRA GUIMARAES,S/N,QUADRA01                  LOTE  02,DISTRITO AGROINDUSTRIAL,75890000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525013609,47067525,0136,09,2,,8,2007-11-28,1,,,2002-12-23,4622200,,SP,3534302,6787,RUA,QUATRO,362-A,SALA 06,CENTRO,14620000,11,30396700,11,30396830,11,30396755,fabio.varandas@ldcommodities.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525000884,47067525,0008,84,2,,8,2007-12-19,1,,,1985-03-05,4622200,,PR,4127502,7923,RODOVIA,"BR 376, KM 442",S/N,,ZONA RURAL,84300000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525017345,47067525,0173,45,2,LOUIS DREYFUS COMPANY BRASIL,2,2008-01-17,0,,,2008-01-17,4623103,,GO,5201108,9221,RUA,VP 5E,S/N,QUADRA9                   LOTE  7                   ARMZ  PORTO SECO          SALA  9,DISTRITO AGROINDUSTRIAL DE ANAPOLIS,75132125,13,21279893,11,30397160,11,38143235,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525002313,47067525,0023,13,2,,8,1989-08-18,1,,,1989-08-03,4623109,,PE,2611101,2521,,LOC  DISTRITO INDUSTRIAL,S/N,QUADRA B ARMAZEM 1,PETROLINA,56332175,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525015997,47067525,0159,97,2,LOUIS DREYFUS COMPANY BRASIL,2,2005-11-03,0,,,2004-01-09,4622200,4632001,MT,5105259,9925,AVENIDA,AMAZONAS,2279-S,SALA  2,MENINO DE DEUS,78455000,13,21279893,11,30397160,11,38143235,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525016454,47067525,0164,54,2,LOUIS DREYFUS COMPANY BRASIL,8,2018-04-09,1,,,2005-12-26,4622200,4632001,GO,5206206,9325,RUA,A,2208,"QUADRA48                  LOTE  10                  ANDAR 2                   SALA  201,203,205",SETOR NOROESTE,73850000,13,21279888,,,11,38143235,spo-ldccscfiscal@ldcom.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525000531,47067525,0005,31,2,,8,2003-03-06,1,,,2001-03-15,4621400,,SP,3516200,6425,AVENIDA,INTEGRACAO VEREADOR BERNARDINO PUCCI,2.131,,ESTACAO,14405265,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525011142,47067525,0111,42,2,LOUIS DREYFUS COMPANY BRASIL,2,2005-11-03,0,,,1998-02-12,4691500,"4683400,4689301",SP,3513504,6371,RODOVIA,CONEGO DOMENICO RANGONI S/N,596,KM    268                 ARMZ  NOVA AGRI           SALA  2,ZONA INDUSTRIAL,11573904,11,30397160,,,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525010685,47067525,0106,85,2,LOUIS DREYFUS COMPANY BRASIL,2,2010-04-29,0,,,1996-12-17,4622200,,PR,4117701,7735,RUA,ALBERTO KLAS,S/N,LOTE  69,DISTRITO INDUSTRIAL,84130000,13,21279893,11,30397160,11,38143235,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525002232,47067525,0022,32,2,,8,1993-03-22,1,,,1989-05-11,4623109,,PR,4119905,7777,RUA,GONCALVES DIAS,20,PARTE A,VILA ANA RITA,84025080,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525012548,47067525,0125,48,2,,8,2002-04-01,1,,,2000-05-30,5231102,5231101,SP,3548500,7071,AVENIDA,GOVERNADOR MARIO COVAS JUNIOR,S/N,ARMAZEM 38,ESTUARIO,11020300,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525020133,47067525,0201,33,2,LOUIS DREYFUS COMPANY BRASIL,2,2016-08-08,0,,,2016-08-08,1041400,,GO,5204409,9287,RODOVIA,GO 221,S/N,KM    115,ZONA RURAL,75850000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525018074,47067525,0180,74,2,LOUIS DREYFUS COMPANY BRASIL,8,2018-04-09,1,,,2010-05-11,1041400,4622200,SP,3550308,7107,RUA,DOUTOR FERNANDES COELHO,85,ANDAR 5                   EDIF  PANTHEON,PINHEIROS,05423040,13,21279888,,,11,38143235,spo-ldccscfiscal@ldcom.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525006653,47067525,0066,53,2,,8,1995-09-20,1,,,1994-12-30,4623109,,ES,3205309,5705,AVENIDA,NOSSA SRA. NAVEGANTES,675,SALA 310 A,ENSEADA,29056900,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525016292,47067525,0162,92,2,LOUIS DREYFUS COMPANY BRASIL,2,,0,,,2005-05-30,1041400,"4683400,4632001,1042200,2093200,2029100",MT,5100300,9005,RODOVIA,BR - 364,S/N,KM    16,TERMINAL FERRONORTE,78780000,13,21279893,11,30397160,11,38143235,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525014753,47067525,0147,53,2,LOUIS DREYFUS COMPANY BRASIL,8,2016-08-23,1,,,2003-10-22,4622200,4632001,MT,5107040,9871,RODOVIA,"MT 130, KM 6 + 50 KM A ESQUERDA",S/N,,VILA UNIAO,78850000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525018236,47067525,0182,36,2,LOUIS DREYFUS COMPANY BRASIL,8,2020-09-28,1,,,2011-02-24,4622200,4632001,GO,5208004,9361,AVENIDA,ANGELO CHAVES,361,,FORMOSINHA,73813101,13,21279893,11,30397160,11,38143235,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525015300,47067525,0153,00,2,,8,2014-03-27,1,,,2003-10-28,1041400,,SP,3534302,6787,RUA,QUATRO,362-A,SALA 03,CENTRO,14620000,11,30396700,11,30396830,11,30396755,fabio.varandas@ldcommodities.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525000299,47067525,0002,99,2,,8,2005-01-12,1,,,2000-10-18,4622200,,SP,3505500,6209,AVENIDA,RIO DALVA,399,,LOS ANGELES,14787040,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525009750,47067525,0097,50,2,LOUIS DREYFUS COMPANY BRASIL,2,2005-11-03,0,,,1996-12-17,1041400,"2013402,4623103,4683400",PR,4119905,7777,RODOVIA,BR 376,S/N,KM 506 +750 MTS,DT INDUSTRIAL,84045900,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525013943,47067525,0139,43,2,,8,2004-07-29,1,,,2003-02-07,4622200,,RS,4306106,8619,RODOVIA,"RS 342, KM 4, ESQ RUA SEB VERISSIMO",S/N,,VILLAGE DOM FERNANDO,98010070,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525014915,47067525,0149,15,2,LOUIS DREYFUS COMPANY BRASIL,2,2005-11-03,0,,,2003-10-15,1041400,,GO,5213103,9459,RODOVIA,GO-341-FAZENDA TRES BARRAS,S/N,KM    2.7,DISTRITO AGROINDUSTRIAL DE MINEIROS,75837160,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525010251,47067525,0102,51,2,,8,2007-12-19,1,,,1996-12-17,4622200,,PR,4126504,7905,RODOVIA,CELSO GARCIA CID,S/N,KM 38,PARQUE INDUSTRIAL,86170000,11,30396806,11,30396830,11,30396755,silvadm@ldcorp.com.br,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525010928,47067525,0109,28,2,,8,2006-05-29,1,,,1997-10-28,4622200,,MG,3117306,4345,RODOVIA,MG 427 KM 02,S/N,,ZONA RURAL,38120000,034,3213044,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525004103,47067525,0041,03,2,,8,2011-08-29,1,,,1991-09-10,4621400,,MG,3148103,4961,RUA,TEODORO GONCALVES,395,,SAO FRANCISCO,38740001,11,30396700,11,30396830,11,30396755,fabio.varandas@ldcommodities.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525020486,47067525,0204,86,2,LOUIS DREYFUS COMPANY BRASIL,2,2016-11-22,0,,,2016-11-22,4621400,1081301,MG,3140902,4817,RODOVIA,LMG 852,S/N,KM    02,NOSSA SENHORA DO ROSARIO,35367000,13,21279893,11,30396862,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525007978,47067525,0079,78,2,,8,2004-04-30,1,,,2001-11-30,4693100,4691500,MS,5001904,9037,RODOVIA,"BR 267, KM 36",S/N,SETOR DE TRANSPORTES,ZONA RURAL,79780000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525017000,47067525,0170,00,2,LOUIS DREYFUS COMPANY BRASIL,2,2006-12-29,0,,,2006-12-29,4621400,,ES,3203908,5677,RODOVIA,OCTAVIO AYRES DE FARIAS,S/N,KM    8.5                 SALA  A,ZONA RURAL,29830000,13,21279893,11,30397160,11,38143235,spo-sefazcorrespondencia@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525021105,47067525,0211,05,2,LOUIS DREYFUS COMPANY,8,2022-12-07,1,,,2020-06-16,4622200,"4623103,4632001,4683400",PA,1506138,567,AVENIDA,BRASIL,2496,ANDAR 2                   SALA  12,NUCLEO URBANO,68553052,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525003808,47067525,0038,08,2,,8,1995-04-10,1,,,1991-07-18,4623109,,BA,2932200,3943,AVENIDA,VASCO NETO,SN,,CENTRO,45545000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525001694,47067525,0016,94,2,,8,1989-03-08,1,,,1988-02-11,4632001,,GO,5218805,9571,RODOVIA,BR 060,S/N,SALA 304 KM 421,ZONA RURAL,75902261,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525003123,47067525,0031,23,2,,8,1992-02-17,1,,,1990-06-01,4623109,,MS,5007208,9143,AVENIDA,OCLECIO BARBOSA MARTINS,SN,,INDUSTRIAL,79130000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525019712,47067525,0197,12,2,LOUIS DREYFUS COMPANY BRASIL,2,2015-08-06,0,,,2015-08-06,4621400,,MG,3148103,4961,AVENIDA,FARIA PEREIRA,3966,,INDUSTRIAL,38740512,35,21066671,13,21279888,11,38143235,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525017426,47067525,0174,26,2,LOUIS DREYFUS COMPANY BRASIL,2,2008-04-14,0,,,2008-04-14,4622200,"4621400,4632001",PR,4115200,7691,AVENIDA,PEDRO TAQUES,294,SALA  604                 EDIF  ATRIUM CENTRO EMPRES,ZONA 03,87030000,13,21279893,11,30397160,11,38143235,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525022268,47067525,0222,68,2,LOUIS DREYFUS COMPANY BRASIL,2,2021-10-27,0,,,2021-10-27,4683400,,MT,5107602,9151,AVENIDA,ITRIO CORREA DA COSTA,2600,LOTE  4 E 6               QUADRA08                  SALA  2,JARDIM BELO HORIZONTE,78705540,11,30397160,13,21279893,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525015130,47067525,0151,30,2,LOUIS DREYFUS COMPANY BRASIL,2,2005-11-03,0,,,2003-10-22,4622200,"4632001,5211701",MT,5102702,9193,RODOVIA,"BR 326, KM 06",S/N,,SETOR INDUSTRIAL,78640000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525001856,47067525,0018,56,2,,8,1997-07-14,1,,,1988-04-12,4623109,,SC,4216206,8319,RUA,MAJOR LUCIO CALDEIRA,91,SALA A,CENTRO,89240000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525019046,47067525,0190,46,2,LOUIS DREYFUS COMPANY BRASIL,2,2013-04-02,0,,,2013-04-02,4622200,"4623199,4683400",MG,3170206,5403,AVENIDA,RONDON PACHECO,635,COND  GREEN BUSINESS PLACEANDAR 2                   SALA  208,TABAJARAS,38400242,13,21279888,,,11,38143235,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525011304,47067525,0113,04,2,,8,2005-06-23,1,,,1998-05-20,4622200,,RS,4306106,8619,RODOVIA,"RS 342, KM 4,ESQ. RUA SEB VERISSIMO",540,,VILLAGE DOM FERNANDO,98010070,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525011657,47067525,0116,57,2,COMERCIO E INDUSTRIAS BRASILEIRAS COINBRA S/A,8,2005-01-21,1,,,1999-02-25,1041400,,PR,4123907,7853,ESTRADA,DO COLORADO - AGUA DO COLORADO,S/N,ZONA RURAL,ZONA RURAL,86350000,043,5242091,,,043,5242091,0,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525006815,47067525,0068,15,2,,8,1995-05-29,1,,,1995-02-06,4623109,,BA,2933307,3965,AVENIDA,PRESIDENTE DUTRA,634,SALA 01,CENTRO,45051030,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525014087,47067525,0140,87,2,,8,2007-12-19,1,,,2003-02-24,4622200,,PR,4119905,7777,RODOVIA,"BR 376, KM 495",S/N,,VILA VENDRAMI,84001970,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525013005,47067525,0130,05,2,LOUIS DREYFUS COMPANY BRASIL,2,2005-11-03,0,,,2002-10-01,4622200,4632001,MT,5107925,9907,RODOVIA,"MT 242, KM 55",S/N,,ZONA RURAL,78890000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525001775,47067525,0017,75,2,,8,1992-05-11,1,,,1988-02-11,2099199,,GO,5211909,9433,RODOVIA,BR 060,S/N,KM 507,ZONA RURAL,75801701,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525018660,47067525,0186,60,2,LOUIS DREYFUS COMPANY BRASIL,2,2012-04-19,0,,,2012-04-19,4622200,"4623199,4683400",RS,4314407,8791,RUA,SETE DE SETEMBRO,160,ANDAR 11                  SALA  1202                PAVMTO12,CENTRO,96015300,13,21279893,11,30397160,11,38143235,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525003719,47067525,0037,19,2,,8,1995-06-13,1,,,1991-04-15,1041400,,BA,2913606,3573,RUA,MARQUES DE PARANAGUA,259,,CENTRO,45653000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525020729,47067525,0207,29,2,LOUIS DREYFUS COMPANY BRASIL,8,2021-03-15,1,,,2018-09-25,4632001,4622200,RS,4315602,8815,RUA,ROMAR DEMETRIO VANZIN (DIRG),5151,SETOR 05/06               SALA  1                         DISTRITO INDUSTRIAL,ZONA PORTUARIA,96204460,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525001341,47067525,0013,41,2,,8,1991-06-13,1,,,1987-03-09,8888888,,PR,4118204,7745,AVENIDA,GOVERNADOR MANOEL RIBAS,349,,BAIRRO DO PORTO,83221560,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525002402,47067525,0024,02,2,,8,1993-10-05,1,,,1989-07-31,4623109,,MG,3128709,4573,RUA,JOSE AUGUSTO R DO VALE,1173,SALA 1,,37800000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525003042,47067525,0030,42,2,,8,1991-12-09,1,,,1990-04-05,4623109,,GO,5213756,9933,RODOVIA,GO 74,SN,KM 49 500 MS,ZONA RURAL,75915000,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525021610,47067525,0216,10,2,,2,2020-12-22,0,,,2020-12-22,2013402,"4622200,4632001,4683400",GO,5201405,9227,AVENIDA,MARIA ELIAS LISBOA SANTOS,S/N,QUADRA07                  LOTE  05                  SALA  05,PARQUE INDUSTRIAL APARECIDA VICE-PRESIDENTE JOSE D,74993530,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525005762,47067525,0057,62,2,,8,1994-11-23,1,,,1994-02-03,1041400,,SP,3506102,6221,RODOVIA,ARMANDO S DE OLIVEIRA,SN,KM 396 C 101 201 02,ZONA RURAL,14700444,,,,,,,,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525017698,47067525,0176,98,2,LOUIS DREYFUS COMPANY BRASIL,8,2019-03-14,1,,,2008-08-22,4622200,"4623108,4683400",BA,2919553,1112,RODOVIA,BR-242,S/N,KM    11                  SALA  1,ZONA RURAL,47850000,13,21279888,,,11,38143235,spo-ldccscfiscal@ldcom.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
2023-02-15,47067525021962,47067525,0219,62,2,LOUIS DREYFUS COMPANY BRASIL,2,2020-12-22,0,,,2020-12-22,4683400,,BA,2919553,1112,RUA,C / TRECHO 03,S/N,ARMZ  N                   SALA  1,CENTRO INDUSTRIAL DO CERRADO,47850000,12,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,47067525,LOUIS DREYFUS COMPANY BRASIL S.A.,2054,1645461888.83,5
